ID_Funcionario,Departamento,Cargo,Nivel_Hierarquico,Estado,Genero,Etnia,Regime_Trabalho,Turno,Data_Admissao,Data_Desligamento,Motivo_Desligamento,Status,Salario_Bruto,Horas_Treinamento_Ano,Avaliacao_Desempenho,Dias_Falta_Ano,Beneficios
FUNC-0587,Operações,Supervisor de Operações,Especialista,RS,Masculino,Preto,CLT 40h,Noturno,2021-09-23,2024-09-15,Desligamento sem justa causa,Desligado,8095.33,6,4.3,2,Home Office|Gympass|Auxílio Creche|Plano de Saúde|PLR|Stock Options
FUNC-0588,Operações,Gerente de Operações,Gestão,PE,Masculino,Preto,PJ,Noturno,2024-12-25,,,Ativo,24446.8,14,4.9,6,Home Office|Auxílio Creche|PLR|Vale Refeição|Gympass|Plano de Saúde|Vale Transporte
FUNC-0589,RH,Analista de RH Sr,Sênior,RJ,Feminino,Pardo,CLT 40h,Presencial,2024-03-17,2024-12-03,Desligamento sem justa causa,Desligado,8955.37,14,4.9,2,Vale Transporte|Stock Options|Auxílio Creche|Seguro de Vida|Home Office
FUNC-0590,Operações,Coordenador de Operações,Especialista,SP,Masculino,Branco,PJ,Home Office,2022-03-01,2024-10-22,Pedido do colaborador,Desligado,11889.25,9,4.1,3,Home Office|Stock Options|Vale Refeição|PLR|Gympass|Plano de Saúde
FUNC-0591,Comercial,Coordenador Comercial,Especialista,SP,Feminino,Não Informado,CLT 40h,Noturno,2024-10-04,,,Ativo,9683.8,29,4.4,4,Vale Transporte|Plano de Saúde|Home Office|Auxílio Creche|Gympass|Seguro de Vida
FUNC-0592,Jurídico,Advogado Sr,Sênior,SC,Masculino,Pardo,CLT 40h,Home Office,2024-05-09,,,Ativo,17846.92,10,3.4,0,Plano de Saúde|Gympass|Plano Odontológico|Auxílio Creche|Seguro de Vida
FUNC-0593,Logística,Coordenador de Logística,Especialista,RJ,Masculino,Branco,PJ,Presencial,2019-12-14,,,Ativo,13503.88,31,3.2,1,Plano de Saúde|Vale Refeição|Gympass|Auxílio Creche|Plano Odontológico|Stock Options
FUNC-0594,Logística,Analista de Logística Pl,Pleno,PE,Feminino,Branco,CLT 40h,Home Office,2023-09-21,,,Ativo,4844.11,59,3.5,0,Plano de Saúde|Plano Odontológico|Vale Transporte|Stock Options
FUNC-0595,Tecnologia,Desenvolvedor Frontend Pl,Pleno,SP,Feminino,Branco,CLT 40h,Presencial,2024-09-14,2024-12-26,Reestruturação,Desligado,8696.79,17,3.0,1,Gympass|Vale Refeição|Plano de Saúde|Seguro de Vida
FUNC-0596,Logística,Assistente de Logística,Júnior,MG,Feminino,Preto,CLT 44h,Home Office,2019-11-03,2023-07-24,Pedido do colaborador,Desligado,2696.54,38,3.0,3,Vale Refeição|Gympass|Home Office
FUNC-0597,RH,Gerente de RH,Gestão,GO,Feminino,Pardo,CLT 40h,Presencial,2015-03-21,,,Ativo,16917.73,28,5.0,6,PLR|Vale Transporte|Home Office|Gympass|Auxílio Creche|Vale Refeição|Seguro de Vida
FUNC-0598,RH,HRBP Sr,Sênior,PR,Feminino,Branco,PJ,Híbrido,2023-06-04,2024-12-10,Término de contrato,Desligado,13303.06,18,5.0,0,Gympass|Home Office|PLR|Seguro de Vida|Stock Options
FUNC-0599,Tecnologia,Desenvolvedor Backend Sr,Sênior,PR,Masculino,Branco,CLT 40h,Híbrido,2021-02-16,2024-06-15,Pedido do colaborador,Ativo,14760.49,24,3.7,1,Plano de Saúde|Stock Options|Plano Odontológico|Vale Transporte|Seguro de Vida
FUNC-0600,RH,Analista de RH Pl,Pleno,BA,Feminino,Branco,CLT 40h,Presencial,2024-08-26,,,Ativo,7000.0,90,3.6,1,Home Office|Stock Options|PLR|Vale Refeição
FUNC-0601,Logística,Analista de Logística Pl,Pleno,BA,Feminino,Branco,CLT 44h,Home Office,2021-06-27,2023-07-16,Pedido do colaborador,Desligado,4906.08,36,3.4,0,Stock Options|Auxílio Creche|Plano Odontológico|PLR
FUNC-0602,Comercial,Consultor de Vendas Sr,Sênior,BA,Feminino,Pardo,CLT 40h,Presencial,2021-05-25,2021-12-14,Desligamento sem justa causa,Desligado,6908.69,21,4.0,3,Stock Options|Gympass|Vale Transporte|Vale Refeição|Plano de Saúde
FUNC-0603,Tecnologia,Desenvolvedor Backend Sr,Sênior,RJ,Masculino,Branco,CLT 44h,Presencial,2024-10-09,,,Ativo,15458.31,14,3.3,0,Auxílio Creche|Home Office|Vale Transporte|Gympass|Vale Refeição
FUNC-0604,Jurídico,Advogado Jr,Júnior,RJ,Feminino,Pardo,CLT 44h,Híbrido,2024-09-23,,,Ativo,4486.18,47,3.9,1,Vale Refeição|Plano Odontológico|Plano de Saúde
FUNC-0605,Marketing,Analista de Marketing Pl,Pleno,GO,Masculino,Não Informado,CLT 44h,Híbrido,2022-12-21,,,Ativo,8000.0,11,3.0,0,PLR|Plano de Saúde|Stock Options|Vale Transporte
FUNC-0606,Financeiro,Coordenador Financeiro,Especialista,CE,Masculino,Branco,PJ,Home Office,2023-10-16,,,Ativo,10939.93,12,4.5,0,Vale Transporte|Home Office|Seguro de Vida|Vale Refeição|Auxílio Creche|Gympass
FUNC-0607,Marketing,Assistente de Marketing,Júnior,MG,Masculino,Pardo,CLT 40h,Presencial,2024-10-19,,,Ativo,3070.37,22,1.8,7,Seguro de Vida|Stock Options|Gympass
FUNC-0608,Tecnologia,Analista de Dados Sr,Sênior,RS,Feminino,Branco,CLT 40h,Híbrido,2020-05-23,,,Ativo,12272.35,22,4.9,5,Auxílio Creche|Vale Transporte|Vale Refeição|Plano de Saúde|PLR
FUNC-0609,Tecnologia,Analista de Dados Pl,Pleno,RJ,Masculino,Branco,CLT 44h,Home Office,2020-07-02,2023-12-21,Pedido do colaborador,Desligado,7418.0,41,4.2,13,PLR|Plano de Saúde|Gympass|Seguro de Vida
FUNC-0610,Comercial,Analista Comercial Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Híbrido,2021-01-12,,,Ativo,6978.93,6,2.8,1,Home Office|Stock Options|Vale Refeição|Plano de Saúde
FUNC-0611,Tecnologia,Desenvolvedor Frontend Sr,Sênior,SP,Masculino,Branco,CLT 40h,Presencial,2023-12-07,,,Ativo,15591.39,43,2.9,2,Plano Odontológico|Vale Transporte|Seguro de Vida|Auxílio Creche|PLR
FUNC-0612,Comercial,Consultor de Vendas Sr,Sênior,MG,Feminino,Branco,PJ,Presencial,2019-08-21,,,Ativo,10065.47,15,2.9,0,Seguro de Vida|Home Office|Vale Transporte|Plano de Saúde|Plano Odontológico
FUNC-0613,Tecnologia,Desenvolvedor Backend Pl,Pleno,PR,Feminino,Amarelo,CLT 44h,Presencial,2020-01-26,2024-01-27,Desligamento sem justa causa,Desligado,7723.03,22,2.9,0,PLR|Home Office|Gympass|Auxílio Creche
FUNC-0614,Jurídico,Advogado Pl,Pleno,MG,Masculino,Pardo,CLT 44h,Híbrido,2020-01-05,2023-07-06,Término de contrato,Desligado,10032.58,14,3.5,8,Gympass|Home Office|Plano de Saúde|Plano Odontológico
FUNC-0615,Operações,Técnico de Operações Pl,Pleno,SP,Não Informado,Branco,CLT 44h,Presencial,2018-04-12,,,Ativo,4296.32,17,3.9,2,Gympass|Stock Options|Seguro de Vida|Vale Refeição
FUNC-0616,Financeiro,Coordenador Financeiro,Especialista,BA,Masculino,Branco,PJ,Presencial,2020-10-14,,,Ativo,11540.68,18,3.7,6,Plano de Saúde|Vale Transporte|Plano Odontológico|Home Office|Seguro de Vida|Auxílio Creche
FUNC-0617,Comercial,Analista Comercial Pl,Pleno,RJ,Feminino,Branco,CLT 44h,Home Office,2019-11-23,,,Ativo,6109.44,6,3.2,0,Seguro de Vida|Plano de Saúde|PLR|Gympass
FUNC-0618,Financeiro,Gerente Financeiro,Gestão,BA,Masculino,Branco,PJ,Híbrido,2020-03-03,,,Ativo,19306.03,19,4.2,0,Auxílio Creche|PLR|Plano de Saúde|Vale Transporte|Vale Refeição|Seguro de Vida|Home Office
FUNC-0619,Financeiro,Analista Financeiro Pl,Pleno,PR,Masculino,Pardo,PJ,Híbrido,2024-01-25,2024-06-15,Pedido do colaborador,Ativo,6203.46,11,2.4,0,PLR|Stock Options|Gympass|Vale Refeição
FUNC-0620,Comercial,Assistente Comercial,Júnior,RJ,Feminino,Branco,CLT 40h,Presencial,2017-06-09,,,Ativo,3200.0,9,4.2,0,PLR|Auxílio Creche|Vale Refeição
FUNC-0621,Tecnologia,Desenvolvedor Backend Jr,Júnior,SC,Masculino,Pardo,CLT 40h,Presencial,2015-01-01,,,Ativo,5471.92,24,3.2,2,Stock Options|Plano Odontológico|Gympass
FUNC-0622,Operações,Gerente de Operações,Gestão,SP,Masculino,Branco,CLT 40h,Noturno,2019-03-01,,,Ativo,21806.36,20,3.4,1,Home Office|Plano de Saúde|Vale Refeição|Seguro de Vida|Gympass|Auxílio Creche|Plano Odontológico
FUNC-0623,Operações,Técnico de Operações Pl,Pleno,RJ,Feminino,Pardo,CLT 44h,Presencial,2020-07-16,,,Ativo,4059.28,33,,10,Plano de Saúde|PLR|Stock Options|Home Office
FUNC-0624,Financeiro,Coordenador Financeiro,Especialista,RJ,Feminino,Branco,CLT 40h,Híbrido,2017-10-06,2024-10-01,Pedido do colaborador,Desligado,10829.25,15,3.9,0,Stock Options|Vale Refeição|Seguro de Vida|PLR|Vale Transporte|Gympass
FUNC-0625,Comercial,Consultor de Vendas Sr,Sênior,PR,Masculino,Não Informado,PJ,Presencial,2020-06-23,,,Ativo,8218.89,24,3.7,0,Gympass|Vale Transporte|Home Office|Stock Options|PLR
FUNC-0626,Financeiro,Assistente Financeiro,Júnior,PR,Feminino,Pardo,CLT 44h,Presencial,2017-01-19,,,Ativo,2474.78,81,2.6,0,PLR|Vale Refeição|Auxílio Creche
FUNC-0627,Operações,Supervisor de Operações,Especialista,MG,Masculino,Branco,CLT 44h,Presencial,2023-08-21,,,Ativo,6390.12,36,4.4,2,Gympass|Stock Options|PLR|Auxílio Creche|Vale Transporte|Plano Odontológico
FUNC-0628,Tecnologia,Analista de Dados Pl,Pleno,PE,Masculino,Pardo,CLT 44h,Híbrido,2024-03-14,,,Ativo,8440.5,10,3.9,1,Gympass|Stock Options|PLR|Plano de Saúde
FUNC-0629,Financeiro,Analista Financeiro Pl,Pleno,SC,Feminino,Amarelo,CLT 44h,Presencial,,,,Ativo,6843.66,7,4.5,0,Gympass|Stock Options|PLR|Vale Transporte
FUNC-0630,Tecnologia,Desenvolvedor Backend Sr,Sênior,PR,Masculino,Branco,PJ,Presencial,2021-11-21,,,Ativo,14635.21,34,3.4,0,Plano de Saúde|Stock Options|PLR|Gympass|Plano Odontológico
FUNC-0631,Marketing,Assistente de Marketing,Júnior,CE,Não Informado,Branco,CLT 44h,Híbrido,2021-01-24,2024-11-02,Desligamento sem justa causa,Desligado,2724.53,22,2.7,3,Auxílio Creche|PLR|Plano Odontológico
FUNC-0632,Tecnologia,Desenvolvedor Backend Sr,Sênior,RJ,Masculino,Pardo,PJ,Presencial,2021-06-23,2024-10-30,Pedido do colaborador,Desligado,16983.85,29,4.6,8,Home Office|Stock Options|PLR|Plano de Saúde|Vale Transporte
FUNC-0633,Financeiro,Analista Financeiro Pl,Pleno,RJ,Feminino,Pardo,PJ,Presencial,2023-12-24,,,Ativo,5783.81,8,3.0,3,Home Office|Stock Options|Vale Transporte|Seguro de Vida
FUNC-0634,RH,Gerente de RH,Gestão,SP,Feminino,Branco,PJ,Presencial,,,,Ativo,24224.39,39,4.7,2,Plano Odontológico|Stock Options|Auxílio Creche|Plano de Saúde|PLR|Gympass|Vale Transporte
FUNC-0635,Operações,Operador de Produção,Júnior,SP,Masculino,Pardo,CLT 44h,Presencial,2020-09-24,,,Ativo,1782.42,20,3.1,0,Gympass|Plano Odontológico|Stock Options
FUNC-0636,Tecnologia,Tech Lead,Especialista,MG,Feminino,Pardo,CLT 40h,Híbrido,2018-09-20,,,Ativo,16836.51,26,3.6,7,Stock Options|Plano Odontológico|Seguro de Vida|Auxílio Creche|Vale Refeição|Vale Transporte
FUNC-0637,Logística,Analista de Logística Pl,Pleno,SP,Masculino,Pardo,PJ,Home Office,2017-03-24,,,Ativo,4762.12,13,3.1,5,PLR|Home Office|Stock Options|Vale Transporte
FUNC-0638,Tecnologia,Desenvolvedor Backend Jr,Júnior,RJ,Feminino,Não Informado,CLT 40h,Presencial,2020-05-08,2022-11-27,Desligamento sem justa causa,Desligado,3718.36,59,3.4,3,PLR|Plano Odontológico|Stock Options
FUNC-0639,Tecnologia,Desenvolvedor Backend Pl,Pleno,RS,Feminino,Branco,CLT 44h,Híbrido,2023-03-20,,,Ativo,7192.99,16,4.3,11,Plano de Saúde|Stock Options|PLR|Plano Odontológico
FUNC-0640,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RJ,Masculino,Branco,CLT 40h,Presencial,2015-11-14,2024-08-30,Pedido do colaborador,Desligado,8467.44,28,3.8,0,Plano de Saúde|Seguro de Vida|Plano Odontológico|Vale Transporte
FUNC-0641,Tecnologia,Desenvolvedor Frontend Pl,Pleno,BA,Masculino,Amarelo,CLT 40h,Presencial,2023-10-14,,,Ativo,7012.33,20,3.3,0,Gympass|Vale Refeição|Plano de Saúde|PLR
FUNC-0642,Financeiro,Coordenador Financeiro,Especialista,RJ,Masculino,Branco,PJ,Presencial,2021-07-07,,,Ativo,12781.46,29,4.3,0,Vale Refeição|Home Office|Seguro de Vida|Plano Odontológico|Vale Transporte|PLR
FUNC-0643,RH,Analista de RH Pl,Pleno,SP,Feminino,Pardo,CLT 40h,Noturno,2019-03-24,,,Ativo,5100.08,48,4.2,3,Auxílio Creche|Vale Refeição|Gympass|Seguro de Vida
FUNC-0644,Operações,Técnico de Operações Pl,Pleno,SP,Masculino,Branco,CLT 44h,Presencial,2017-07-19,,,Ativo,4410.92,11,3.9,1,PLR|Vale Transporte|Stock Options|Auxílio Creche
FUNC-0645,RH,Analista de RH Sr,Sênior,RJ,Masculino,Branco,PJ,Noturno,2023-07-04,,,Ativo,7454.74,14,4.1,6,Seguro de Vida|Vale Refeição|PLR|Gympass|Home Office
FUNC-0646,Financeiro,Coordenador Financeiro,Especialista,MG,Masculino,Pardo,CLT 44h,Híbrido,2023-02-11,2024-10-26,Desligamento sem justa causa,Desligado,13849.43,52,2.8,0,PLR|Vale Refeição|Auxílio Creche|Vale Transporte|Home Office|Gympass
FUNC-0647,Marketing,Analista de Marketing Pl,Pleno,SP,Feminino,Pardo,CLT 44h,Home Office,2019-10-21,2022-04-08,Término de contrato,Desligado,4861.12,58,3.0,0,Home Office|Gympass|Auxílio Creche|Plano de Saúde
FUNC-0648,Tecnologia,Desenvolvedor Frontend Jr,Júnior,GO,Masculino,Pardo,CLT 40h,Presencial,2016-07-24,,,Ativo,5270.85,39,3.8,9,Vale Refeição|Seguro de Vida|Gympass
FUNC-0649,Jurídico,Estagiário Jurídico,Estagiário,SP,Masculino,Preto,Estágio,Híbrido,2019-12-03,,,Ativo,1446.97,18,4.3,0,Home Office|Stock Options
FUNC-0650,Jurídico,Advogado Jr,Júnior,PE,Feminino,Branco,CLT 44h,Híbrido,2023-11-07,,,Ativo,4826.52,18,3.3,0,Seguro de Vida|PLR|Auxílio Creche
FUNC-0459,Comercial,Assistente Comercial,Júnior,SC,Feminino,Pardo,CLT 40h,Presencial,2015-03-16,,,Ativo,1947.22,22,3.5,0,Stock Options|Home Office|Vale Transporte
FUNC-0277,Marketing,Designer Sr,Sênior,RJ,Masculino,Branco,CLT 40h,Presencial,2024-07-02,,,Ativo,8565.73,14,4.1,2,Gympass|Vale Transporte|Home Office|Vale Refeição|PLR
FUNC-0172,Comercial,Analista Comercial Pl,Pleno,RJ,Masculino,Pardo,CLT 44h,Home Office,2018-10-24,,,Ativo,4440.62,9,3.0,5,Seguro de Vida|Auxílio Creche|Vale Refeição|Plano de Saúde
FUNC-0381,Marketing,Designer Sr,Sênior,SP,Feminino,Preto,PJ,Presencial,2024-09-02,,,Ativo,8577.85,17,3.1,0,Home Office|Plano Odontológico|Seguro de Vida|Gympass|Stock Options
FUNC-0281,Marketing,Analista de Marketing Pl,Pleno,SP,Masculino,Branco,CLT 44h,Home Office,2017-08-08,,,Ativo,5689.83,18,3.6,4,Seguro de Vida|Home Office|Gympass|PLR
FUNC-0608,Tecnologia,Analista de Dados Sr,Sênior,RS,Feminino,Branco,CLT 40h,Híbrido,2020-05-23,,,Ativo,12272.35,22,4.9,5,Auxílio Creche|Vale Transporte|Vale Refeição|Plano de Saúde|PLR
FUNC-0284,RH,Assistente de RH,Júnior,PR,Feminino,Pardo,CLT 44h,Híbrido,2015-11-22,2017-05-01,Desligamento por justa causa,Desligado,1840.57,11,2.9,2,Auxílio Creche|PLR|Plano de Saúde
FUNC-0268,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RJ,Masculino,Amarelo,CLT 44h,Híbrido,2022-11-24,2024-04-14,Pedido do colaborador,Desligado,8961.1,16,4.1,17,Vale Refeição|Gympass|Vale Transporte|Plano de Saúde
FUNC-0180,Jurídico,Estagiário Jurídico,Estagiário,RJ,Feminino,Branco,Estágio,Presencial,2020-09-27,2021-07-05,Pedido do colaborador,Desligado,1261.18,4,3.4,4,Stock Options|Vale Transporte
FUNC-0075,Operações,Técnico de Operações Pl,Pleno,SC,Feminino,Não Informado,CLT 44h,Híbrido,2024-07-16,,,Ativo,4262.38,32,3.1,6,Auxílio Creche|Gympass|Plano Odontológico|Home Office
FUNC-0584,Comercial,Assistente Comercial,Júnior,SP,Masculino,Pardo,CLT 40h,Híbrido,2024-11-02,,,Ativo,3139.39,16,3.8,0,Auxílio Creche|Seguro de Vida|Home Office
FUNC-0444,RH,Analista de RH Sr,Sênior,SP,Feminino,Pardo,CLT 40h,Híbrido,2018-05-19,2020-10-13,Pedido do colaborador,Desligado,9291.6,22,2.8,0,Plano de Saúde|Auxílio Creche|Gympass|Plano Odontológico|Home Office
FUNC-0310,Marketing,Coordenador de Marketing,Especialista,SC,Não Informado,Pardo,CLT 40h,Híbrido,2019-09-09,,,Ativo,8741.84,10,3.4,3,Stock Options|Home Office|Gympass|PLR|Vale Refeição|Plano Odontológico
FUNC-0328,Operações,Operador de Produção,Júnior,SP,Masculino,Preto,PJ,Híbrido,2016-01-02,,,Ativo,2192.67,28,3.6,0,Vale Transporte|PLR|Home Office
FUNC-0002,RH,Analista de RH Pl,Pleno,CE,Masculino,Preto,CLT 44h,Híbrido,2019-02-04,,,Ativo,5070.37,137,3.6,0,Vale Transporte|Plano Odontológico|Seguro de Vida|Vale Refeição
FUNC-0552,Logística,Assistente de Logística,Júnior,PR,Masculino,Preto,CLT 44h,Híbrido,2021-05-17,,,Ativo,2867.77,33,2.6,3,Plano Odontológico|Home Office|Seguro de Vida
FUNC-0121,Tecnologia,Desenvolvedor Backend Jr,Júnior,RS,Masculino,Branco,CLT 44h,Híbrido,2018-07-23,,,Ativo,3639.46,13,3.4,1,Stock Options|PLR|Vale Refeição
FUNC-0614,Jurídico,Advogado Pl,Pleno,MG,Masculino,Pardo,CLT 44h,Híbrido,2020-01-05,2023-07-06,Término de contrato,Desligado,10032.58,14,3.5,8,Gympass|Home Office|Plano de Saúde|Plano Odontológico
FUNC-0461,Tecnologia,Desenvolvedor Frontend Pl,Pleno,CE,Feminino,Não Informado,CLT 44h,Presencial,2019-02-13,,,Ativo,8945.02,7,3.3,0,Stock Options|Plano de Saúde|Auxílio Creche|Vale Transporte
FUNC-0296,RH,Assistente de RH,Júnior,RS,Feminino,Branco,CLT 44h,Presencial,2022-03-09,2023-01-14,Desligamento sem justa causa,Desligado,2764.61,16,3.3,1,Vale Refeição|Seguro de Vida|Plano de Saúde
FUNC-0021,Operações,Gerente de Operações,Gestão,RJ,Masculino,Branco,CLT 40h,Híbrido,2016-05-11,,,Ativo,19717.69,41,4.0,5,Stock Options|Vale Transporte|Auxílio Creche|PLR|Home Office|Vale Refeição|Gympass
FUNC-0287,Operações,Supervisor de Operações,Especialista,SP,Masculino,Branco,CLT 40h,Híbrido,2019-10-09,,,Ativo,7355.11,8,,2,Gympass|Seguro de Vida|Auxílio Creche|Plano de Saúde|Home Office|PLR
FUNC-0596,Logística,Assistente de Logística,Júnior,MG,Feminino,Preto,CLT 44h,Home Office,2019-11-03,2023-07-24,Pedido do colaborador,Desligado,2696.54,38,3.0,3,Vale Refeição|Gympass|Home Office
FUNC-0451,Operações,Supervisor de Operações,Especialista,SP,Feminino,Branco,CLT 40h,Presencial,2021-06-15,2021-10-16,Término de contrato,Desligado,8626.56,53,3.9,1,Home Office|Seguro de Vida|Gympass|PLR|Auxílio Creche|Plano Odontológico
FUNC-0534,Logística,Analista de Logística Pl,Pleno,SC,Feminino,Branco,CLT 44h,Híbrido,2017-10-14,,,Ativo,4726.74,12,4.0,3,PLR|Auxílio Creche|Seguro de Vida|Vale Transporte
FUNC-0377,RH,Coordenador de RH,Especialista,PR,Masculino,Branco,CLT 40h,Híbrido,2023-08-23,2024-01-29,Pedido do colaborador,Desligado,10036.32,19,3.8,0,Home Office|Vale Refeição|Plano de Saúde|PLR|Stock Options|Vale Transporte
FUNC-0300,Financeiro,Gerente Financeiro,Gestão,RJ,Masculino,Pardo,CLT 40h,Home Office,2017-02-03,2021-08-21,Término de contrato,Desligado,22219.86,29,4.7,1,PLR|Seguro de Vida|Stock Options|Home Office|Auxílio Creche|Plano Odontológico|Vale Transporte
FUNC-0305,Tecnologia,Tech Lead,Especialista,GO,Masculino,Branco,PJ,Híbrido,2021-12-25,,,Ativo,18322.86,41,3.6,0,PLR|Auxílio Creche|Vale Transporte|Seguro de Vida|Stock Options|Home Office
